,Student_ID,Term,Section_ID,Instructor_ID,Main_CourseID,Age,FirstGen,Military,FosterYouth,DSPS,FinAid,Units_Attempted_Beg_Of_Term,GPA_Beg_Of_Term,TermUnitsAttempted,K12_Student,First_Time_College_Student,Nonresident_Tuition_Exempt,International,Nonresident,WR_Center,Main_Course_SuccessFlag,Main_Course_GradePoints,HS_GPA,Online,N_Center_Visits,Center_Attendance_Hours,N_Conf,WR_Center_FailFlag,HS_GPA_Flag,CC_GPA_Flag,Gender_Female,Gender_Male,Ethnicity_Asian,Ethnicity_Hispanic / Latino,Ethnicity_Mixed Ethnicity,"Ethnicity_White, Non-Hispanic"
3493,51,Year 3 Spring,50,2038,ENG 1,28,0,0,0,0,0,0.0,,10.0,0,0,0,0,0,1,0,0,3.1,0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1
3495,57,Year 3 Spring,167,1649,ENG 1,32,0,0,0,0,1,11.0,0.0,10.0,0,0,0,0,0,1,1,0,,0,88.0,119.393609444035,24.0,0.0,0,1,0,1,0,0,0,1
3496,61,Year 3 Spring,43,8735,ENG 1,48,0,0,0,0,0,50.0,3.64,8.5,0,0,0,0,0,1,1,4,3.5,0,13.0,21.1594227778249,3.0,0.0,1,1,1,0,1,0,0,0
3497,66,Year 3 Spring,29,2019,ENG 1,31,1,0,0,0,1,36.0,3.11111111111111,10.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
3498,68,Year 3 Spring,65,3316,ENG 1,24,0,0,0,1,0,36.0,2.58333333333333,12.0,0,0,0,0,0,1,1,3,2.0,0,24.0,24.9733791667223,5.0,0.0,1,1,1,0,0,0,0,1
3499,70,Year 3 Spring,66,2321,ENG 1,24,0,0,0,0,0,17.0,1.23529411764706,0.0,0,0,0,0,0,1,0,0,2.8,0,1.0,1.33881750000848,1.0,1.0,1,1,0,1,0,1,0,0
3500,73,Year 3 Spring,42,8722,ENG 1,36,0,0,0,0,0,18.0,4.0,4.0,0,0,0,0,0,1,1,3,,0,12.0,21.6903113889032,0.0,0.0,0,1,1,0,1,0,0,0
3501,77,Year 3 Spring,59,1938,ENG 1,24,1,1,0,0,1,0.0,,15.0,0,0,0,0,0,0,1,2,3.3,1,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
3502,102,Year 3 Spring,56,4550,ENG 1,25,0,0,0,0,0,23.0,2.56521739130435,7.0,0,0,0,0,0,0,0,0,2.79,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3503,104,Year 3 Spring,25,5224,ENG 1,20,0,0,0,0,0,18.0,2.66666666666667,5.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3504,107,Year 3 Spring,47,1612,ENG 1,23,0,0,0,0,1,80.0,2.4375,13.0,0,0,0,0,0,1,1,4,3.0,0,28.0,19.6374616669284,2.0,0.0,1,1,0,1,0,1,0,0
3505,108,Year 3 Spring,65,3316,ENG 1,24,1,0,0,0,1,87.0,3.16091954022989,12.0,0,0,0,0,0,1,1,4,3.0,0,12.0,21.4017830555969,5.0,0.0,1,1,0,1,1,0,0,0
3506,110,Year 3 Spring,61,2321,ENG 1,22,0,0,0,0,0,59.0,2.67796610169492,12.0,0,0,0,0,0,1,1,4,3.5,0,18.0,20.2903172223435,4.0,0.0,1,1,1,0,0,0,0,1
3507,120,Year 3 Spring,48,910,ENG 1,23,1,0,0,0,1,52.5,1.68571428571429,8.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
3508,125,Year 3 Spring,66,2321,ENG 1,20,0,0,0,0,1,50.0,3.18,17.0,0,0,0,0,0,1,1,4,2.45,0,34.0,18.9597416664494,6.0,0.0,1,1,0,1,0,0,1,0
3509,128,Year 3 Spring,52,3380,ENG 1,23,0,1,0,0,1,21.0,1.57142857142857,12.0,0,0,0,0,0,0,1,4,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3510,130,Year 3 Spring,41,9412,ENG 1,24,0,0,0,0,1,68.0,2.41176470588235,14.0,0,0,0,0,0,0,0,1,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3511,134,Year 3 Spring,55,2321,ENG 1,34,1,0,0,0,1,62.5,3.936,14.0,0,0,0,0,0,1,1,4,,1,15.0,22.2422575001584,0.0,0.0,0,1,1,0,0,0,1,0
3512,137,Year 3 Spring,68,8975,ENG 1,54,1,0,0,0,1,22.0,3.5,4.0,0,0,0,0,0,1,1,2,,0,62.0,59.3178741667668,52.0,0.0,0,1,1,0,0,0,0,1
3513,143,Year 3 Spring,30,2001,ENG 1,22,0,0,0,1,0,40.96,1.90478515625,3.0,0,0,0,0,0,0,0,0,2.5,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3514,156,Year 3 Spring,42,8722,ENG 1,25,0,0,0,0,1,109.0,2.51376146788991,7.0,0,0,0,0,0,1,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
3515,158,Year 3 Spring,25,5224,ENG 1,23,1,0,0,0,1,48.0,2.48958333333333,10.0,0,0,0,0,0,0,1,4,2.4,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3516,160,Year 3 Spring,46,2017,ENG 1,20,0,0,0,0,1,0.0,,0.0,0,0,0,0,0,0,0,0,3.5,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
3517,165,Year 3 Spring,69,2001,ENG 1,23,0,0,0,0,1,54.0,3.14814814814815,12.0,0,0,0,0,0,1,1,4,3.5,0,18.0,20.5875547220972,4.0,0.0,1,1,0,1,0,0,0,1
3518,169,Year 3 Spring,35,1833,ENG 1,25,1,0,0,0,1,0.0,,13.0,0,0,0,0,0,0,0,0,2.0,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
3519,170,Year 3 Spring,36,8483,ENG 1,25,0,0,0,0,1,57.0,3.33333333333333,16.0,0,0,0,0,0,1,1,4,2.5,0,50.0,38.6684297223224,1.0,1.0,1,1,0,1,0,0,0,1
3520,173,Year 3 Spring,51,2293,ENG 1,23,1,0,0,0,1,70.5,2.0,3.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
3521,175,Year 3 Spring,46,2017,ENG 1,22,1,0,0,0,1,69.0,2.01449275362319,7.0,0,0,0,0,0,0,1,4,1.75,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3522,176,Year 3 Spring,48,910,ENG 1,23,0,0,0,0,0,52.0,2.67307692307692,8.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3523,179,Year 3 Spring,50,2038,ENG 1,46,1,0,0,0,0,52.0,4.0,12.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0
3524,180,Year 3 Spring,67,8605,ENG 1,46,0,0,0,0,0,29.0,3.55172413793103,9.0,0,0,0,0,0,1,1,4,,0,39.0,33.5391058333052,4.0,0.0,0,1,0,1,0,0,1,0
3526,199,Year 3 Spring,44,1612,ENG 1,31,1,1,0,1,1,93.0,2.13440860215054,10.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0
3527,201,Year 3 Spring,58,1938,ENG 1,32,1,0,0,0,1,48.5,2.17525773195876,10.0,0,0,0,0,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
3528,205,Year 3 Spring,59,1938,ENG 1,36,0,0,0,0,1,86.5,2.71676300578035,7.0,0,0,0,0,0,1,0,0,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
3529,211,Year 3 Spring,213,3316,ENG 1,24,0,0,0,0,0,62.0,2.74193548387097,13.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3530,212,Year 3 Spring,212,2029,ENG 1,29,0,0,0,0,1,61.0,2.83606557377049,14.0,0,0,0,0,0,1,1,3,,0,16.0,21.5438400000334,0.0,0.0,0,1,1,0,1,0,0,0
3531,213,Year 3 Spring,23,8816,ENG 1,40,0,0,0,0,1,51.5,3.94174757281553,7.0,0,0,0,0,0,1,1,4,3.0,0,12.0,20.6666430556112,11.0,0.0,1,1,1,0,0,0,0,1
3532,216,Year 3 Spring,29,2019,ENG 1,28,1,0,0,0,1,32.5,3.50769230769231,8.0,0,0,0,0,0,0,1,4,2.8,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3533,218,Year 3 Spring,64,8483,ENG 1,29,1,0,0,0,1,31.0,3.06451612903226,6.0,0,0,0,0,0,1,1,3,2.0,0,25.0,34.4568191666073,4.0,0.0,1,1,0,1,0,1,0,0
3534,225,Year 3 Spring,59,1938,ENG 1,38,1,0,0,0,0,26.0,1.42307692307692,4.0,0,0,0,0,0,0,1,4,,1,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,1
3536,230,Year 3 Spring,36,8483,ENG 1,44,0,0,0,0,0,36.0,2.75,4.0,0,0,0,0,0,1,1,4,3.0,0,21.0,14.6878358334303,4.0,0.0,1,1,1,0,0,1,0,0
3537,232,Year 3 Spring,46,2017,ENG 1,34,0,0,0,0,0,25.0,1.88,4.0,0,0,0,0,0,1,1,3,,0,6.0,8.07631222214964,1.0,1.0,0,1,1,0,0,0,1,0
3538,237,Year 3 Spring,32,1953,ENG 1,24,1,0,0,0,1,48.0,3.125,17.0,0,0,0,0,0,1,1,4,3.0,0,24.0,26.2004777779844,2.0,0.0,1,1,0,1,0,0,0,1
3539,243,Year 3 Spring,45,1658,ENG 1,26,1,0,0,0,1,29.0,2.13793103448276,15.0,0,0,0,0,0,1,1,4,,0,29.0,32.0771505555179,1.0,1.0,0,1,1,0,0,0,1,0
3540,245,Year 3 Spring,50,2038,ENG 1,43,0,0,0,0,0,37.0,3.43243243243243,4.0,0,0,0,0,0,1,1,4,3.25,0,13.0,18.4633288890123,3.0,0.0,1,1,1,0,0,1,0,0
3541,249,Year 3 Spring,54,8975,ENG 1,26,0,0,0,0,1,55.0,2.56363636363636,0.0,0,0,0,0,0,0,0,0,2.0,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3543,258,Year 3 Spring,45,1658,ENG 1,24,0,0,0,0,0,22.0,4.0,4.0,0,0,0,0,0,0,1,4,4.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3544,260,Year 3 Spring,35,1833,ENG 1,26,1,0,0,0,1,23.0,3.8695652173913,8.0,0,0,0,0,0,0,1,2,2.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
3545,261,Year 3 Spring,59,1938,ENG 1,59,1,0,0,0,0,21.5,3.69767441860465,9.5,0,0,0,0,0,1,1,4,,1,14.0,21.8172052778138,16.0,0.0,0,1,1,0,1,0,0,0
3546,265,Year 3 Spring,50,2038,ENG 1,39,1,0,0,0,0,22.0,3.18181818181818,4.0,0,0,0,0,0,0,0,0,3.2,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
3547,266,Year 3 Spring,57,1672,ENG 1,29,0,0,0,1,1,66.0,3.40909090909091,4.0,0,0,0,0,0,0,1,3,2.543,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
3548,269,Year 3 Spring,49,2017,ENG 1,26,0,0,0,0,1,58.0,2.03448275862069,9.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
3550,290,Year 3 Spring,48,910,ENG 1,23,1,0,0,0,1,15.0,1.86666666666667,6.0,0,0,0,0,0,0,0,0,3.5,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3551,299,Year 3 Spring,57,1672,ENG 1,22,1,0,0,0,1,54.5,2.07339449541284,6.0,0,0,1,0,0,0,0,0,2.025,1,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
3552,302,Year 3 Spring,37,2351,ENG 1,20,0,0,0,1,0,44.0,2.09090909090909,10.0,0,0,0,0,0,0,0,0,2.7,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3553,304,Year 3 Spring,65,3316,ENG 1,22,1,0,0,0,0,0.0,,12.5,0,1,0,0,0,1,1,4,3.25,0,23.0,20.8332283333937,4.0,0.0,1,0,0,1,0,0,0,1
3554,310,Year 3 Spring,39,3272,ENG 1,23,0,0,0,0,1,72.0,2.26388888888889,10.0,0,0,0,0,0,1,1,3,2.853,0,23.0,28.9369611111614,0.0,0.0,1,1,0,1,0,0,1,0
3555,320,Year 3 Spring,55,2321,ENG 1,18,0,0,0,0,1,16.0,2.6875,18.0,0,0,0,0,0,0,1,4,2.22,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3556,324,Year 3 Spring,55,2321,ENG 1,20,0,0,0,1,0,33.0,2.48484848484848,10.0,0,0,0,0,0,0,1,4,2.85,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3557,352,Year 3 Spring,33,2357,ENG 1,22,0,1,0,0,1,49.0,2.02040816326531,13.0,0,0,0,0,0,0,1,3,2.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
3558,399,Year 3 Spring,48,910,ENG 1,23,1,0,0,0,1,25.0,2.2,3.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3559,416,Year 3 Spring,64,8483,ENG 1,27,1,0,0,0,1,27.0,3.0,9.0,0,0,0,0,0,1,1,3,2.8,0,46.0,37.9328147221936,4.0,0.0,1,1,0,1,0,0,0,1
3560,423,Year 3 Spring,65,3316,ENG 1,31,1,0,0,0,1,11.0,4.0,17.0,0,0,0,0,0,1,1,3,,0,17.0,21.5615080556605,4.0,0.0,0,1,0,1,0,0,0,1
3561,425,Year 3 Spring,64,8483,ENG 1,22,1,0,0,0,0,51.5,1.6504854368932,8.0,0,0,0,1,0,1,0,0,3.35,0,3.0,1.53111027783818,1.0,1.0,1,1,0,1,1,0,0,0
3562,427,Year 3 Spring,42,8722,ENG 1,33,1,0,0,0,1,82.0,2.96341463414634,10.0,0,0,0,0,0,0,1,2,,0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
3563,438,Year 3 Spring,25,5224,ENG 1,18,0,0,0,0,1,12.0,0.0,9.0,0,0,0,0,0,0,0,1,2.5,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3564,439,Year 3 Spring,42,8722,ENG 1,43,0,0,0,0,1,90.5,3.8121546961326,11.5,0,0,0,0,0,1,1,3,,0,20.0,21.1651561110549,1.0,1.0,0,1,1,0,0,0,0,1
3565,446,Year 3 Spring,32,1953,ENG 1,32,1,0,0,0,0,31.0,3.87096774193548,14.5,0,0,0,0,0,1,1,4,,0,49.0,66.5444538889329,4.0,0.0,0,1,1,0,0,1,0,0
3566,470,Year 3 Spring,37,2351,ENG 1,22,0,0,0,0,1,15.5,2.51612903225806,7.0,0,0,0,0,0,0,1,4,2.8,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3567,472,Year 3 Spring,56,4550,ENG 1,21,1,0,0,0,1,44.5,2.06741573033708,3.0,0,0,0,0,0,0,0,0,2.9,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3568,483,Year 3 Spring,58,1938,ENG 1,21,0,0,0,0,0,30.0,3.3,4.5,0,0,0,0,0,0,1,4,3.6,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3569,484,Year 3 Spring,30,2001,ENG 1,18,1,0,0,0,1,0.0,,3.0,0,0,0,0,0,0,0,0,2.8,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,1
3570,489,Year 3 Spring,43,8735,ENG 1,21,0,0,0,0,0,35.5,2.2112676056338,10.0,0,0,0,0,0,0,0,0,2.18,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
3571,490,Year 3 Spring,39,3272,ENG 1,22,0,0,0,0,0,14.0,4.0,16.0,0,0,0,0,0,0,1,4,3.42,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3572,505,Year 3 Spring,34,8605,ENG 1,21,0,0,0,0,1,52.5,0.819047619047619,10.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,1,0,0
3574,519,Year 3 Spring,212,2029,ENG 1,18,0,0,0,0,0,21.0,0.80952380952381,3.0,0,0,0,0,0,0,0,0,2.4,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3575,521,Year 3 Spring,31,1833,ENG 1,34,1,0,0,0,1,44.0,2.54545454545455,0.0,0,0,0,0,0,0,0,0,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
3576,549,Year 3 Spring,26,3272,ENG 1,18,0,0,0,0,1,24.5,2.51020408163265,12.5,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3578,565,Year 3 Spring,69,2001,ENG 1,22,1,0,0,1,1,46.0,2.30434782608696,10.0,0,0,0,0,0,1,0,0,1.931,0,7.0,4.75578416665395,3.0,1.0,1,1,1,0,0,0,1,0
3579,569,Year 3 Spring,35,1833,ENG 1,20,0,0,0,0,0,70.0,2.82857142857143,15.0,0,0,0,0,0,0,1,2,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3580,574,Year 3 Spring,213,3316,ENG 1,19,0,0,0,1,0,17.0,2.41176470588235,6.0,0,0,0,0,0,0,0,0,2.9,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3581,585,Year 3 Spring,25,5224,ENG 1,19,0,0,0,0,1,18.0,2.66666666666667,14.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3582,588,Year 3 Spring,212,2029,ENG 1,18,0,0,0,0,0,8.0,1.5,0.0,0,0,0,0,0,0,0,0,3.56,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3583,589,Year 3 Spring,50,2038,ENG 1,22,1,0,0,0,1,47.5,2.0,4.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
3584,594,Year 3 Spring,64,8483,ENG 1,24,0,0,0,0,0,85.0,2.2,13.0,0,0,0,1,0,1,0,0,,0,11.0,10.5017094445229,3.0,1.0,0,1,0,1,1,0,0,0
3585,601,Year 3 Spring,213,3316,ENG 1,21,1,0,0,0,1,30.0,2.3,11.0,0,0,0,0,0,0,1,3,3.2,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3586,608,Year 3 Spring,63,8816,ENG 1,22,1,0,0,0,0,19.0,4.0,11.0,0,0,0,0,0,1,1,4,2.8,0,42.0,30.9088586113188,5.0,0.0,1,1,0,1,1,0,0,0
3587,611,Year 3 Spring,58,1938,ENG 1,20,0,0,0,0,0,54.0,4.0,20.5,0,0,0,0,0,0,1,4,3.7,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3588,614,Year 3 Spring,26,3272,ENG 1,18,0,0,0,0,0,17.0,1.17647058823529,8.0,0,0,0,0,0,0,1,3,3.36,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,1,0
3590,623,Year 3 Spring,213,3316,ENG 1,18,1,0,0,0,1,11.0,1.18181818181818,10.0,0,0,0,0,0,0,1,3,3.2,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3591,624,Year 3 Spring,53,9569,ENG 1,26,0,1,0,0,0,0.0,,9.0,0,1,0,0,0,0,0,0,2.2,0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0
3592,635,Year 3 Spring,66,2321,ENG 1,27,0,0,0,0,1,15.0,3.46666666666667,16.0,0,0,0,0,0,1,1,3,3.2,0,43.0,31.5295044445991,7.0,0.0,1,1,0,1,1,0,0,0
3593,637,Year 3 Spring,65,3316,ENG 1,23,0,0,0,0,1,69.5,2.59712230215827,9.0,0,0,0,0,0,1,1,3,1.611,0,28.0,19.4488102779786,4.0,0.0,1,1,0,1,1,0,0,0
3594,654,Year 3 Spring,34,8605,ENG 1,21,0,0,0,0,0,4.0,0.0,3.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
3595,668,Year 3 Spring,57,1672,ENG 1,35,1,1,0,0,0,47.0,2.5531914893617,7.0,0,0,0,0,0,0,1,3,,1,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1
3596,679,Year 3 Spring,36,8483,ENG 1,23,0,0,0,0,1,77.5,3.49677419354839,15.0,0,0,0,0,0,1,1,3,,0,101.0,107.566563055582,39.0,0.0,0,1,1,0,0,0,0,1
3597,680,Year 3 Spring,59,1938,ENG 1,21,0,0,0,0,1,45.0,2.77777777777778,7.0,0,0,0,0,0,0,1,4,1.159,1,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3598,681,Year 3 Spring,47,1612,ENG 1,23,0,0,0,1,0,74.5,2.55704697986577,13.0,0,0,0,1,0,1,1,3,,0,21.0,19.3421325000789,0.0,0.0,0,1,0,1,0,0,0,1
3599,683,Year 3 Spring,69,2001,ENG 1,19,0,0,0,0,1,21.0,1.23809523809524,0.0,0,0,0,0,0,1,0,0,1.8,0,5.0,2.09758111112648,3.0,1.0,1,1,0,1,0,0,1,0
3600,685,Year 3 Spring,26,3272,ENG 1,24,0,0,0,0,1,32.5,2.83076923076923,10.0,0,0,0,0,0,1,1,4,,0,89.0,54.5797044444746,26.0,0.0,0,1,1,0,0,0,0,1
3601,716,Year 3 Spring,56,4550,ENG 1,21,0,0,0,0,0,4.0,4.0,11.0,0,0,0,0,0,0,0,0,2.75,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3602,725,Year 3 Spring,35,1833,ENG 1,20,0,0,0,0,1,48.0,2.54166666666667,16.0,0,0,0,0,0,1,1,4,,0,19.0,22.0767319444815,7.0,0.0,0,1,1,0,0,0,0,1
3603,728,Year 3 Spring,24,3984,ENG 1,45,0,0,0,1,1,72.0,3.5,11.5,0,0,0,0,0,1,1,4,,0,25.0,33.5420733332634,15.0,0.0,0,1,1,0,0,0,0,1
3604,730,Year 3 Spring,32,1953,ENG 1,41,0,0,0,0,0,22.0,3.77272727272727,10.0,0,0,0,0,0,0,1,4,,0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0
3605,734,Year 3 Spring,26,3272,ENG 1,18,0,0,0,0,0,43.0,2.06976744186047,11.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3606,756,Year 3 Spring,59,1938,ENG 1,22,1,0,0,0,1,20.5,3.51219512195122,4.0,0,0,0,0,0,0,1,3,2.0,1,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,1
3607,757,Year 3 Spring,47,1612,ENG 1,19,0,0,0,0,0,19.0,3.63157894736842,21.0,0,0,0,0,0,0,1,4,3.5,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
3608,758,Year 3 Spring,42,8722,ENG 1,21,1,0,0,1,1,68.0,3.51470588235294,13.0,0,0,0,0,0,1,1,4,,0,120.0,110.243953055607,69.0,0.0,0,1,1,0,0,0,0,1
3609,761,Year 3 Spring,42,8722,ENG 1,22,0,0,0,0,1,9.5,2.21052631578947,4.0,0,0,0,0,0,0,0,0,0.917,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3610,767,Year 3 Spring,57,1672,ENG 1,20,0,0,0,0,1,36.0,3.25,17.0,0,0,1,0,0,0,1,2,3.4,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3611,771,Year 3 Spring,42,8722,ENG 1,36,0,0,0,0,0,40.0,3.6375,4.0,0,0,0,0,0,0,1,4,3.0,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
3612,800,Year 3 Spring,45,1658,ENG 1,20,1,0,0,0,0,20.5,2.46341463414634,3.0,0,0,0,0,0,0,0,0,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3613,808,Year 3 Spring,56,4550,ENG 1,21,0,0,0,0,0,58.0,2.55172413793103,10.0,0,0,0,0,0,0,1,4,3.0,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0
3614,820,Year 3 Spring,50,2038,ENG 1,26,1,0,0,0,1,0.0,,12.0,0,1,0,0,0,0,1,4,3.1,0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,1,0
3616,822,Year 3 Spring,48,910,ENG 1,21,0,0,0,1,0,51.0,2.82352941176471,13.0,0,0,0,0,0,0,0,0,2.66,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3617,825,Year 3 Spring,69,2001,ENG 1,20,0,0,0,0,1,32.0,2.4375,11.0,0,0,0,0,0,1,1,3,2.7,0,26.0,19.8597030558189,4.0,0.0,1,1,1,0,1,0,0,0
3618,832,Year 3 Spring,69,2001,ENG 1,21,0,0,0,0,0,53.5,3.01869158878505,9.0,0,0,0,0,0,1,0,0,3.0,0,5.0,1.70208666668998,3.0,1.0,1,1,0,1,0,0,0,1
3619,844,Year 3 Spring,49,2017,ENG 1,49,0,0,0,0,0,29.0,3.3448275862069,6.0,0,0,0,0,0,1,1,4,2.5,0,15.0,20.830972222156,5.0,0.0,1,1,1,0,0,1,0,0
3620,857,Year 3 Spring,212,2029,ENG 1,23,0,0,0,0,0,55.0,2.92727272727273,13.0,0,0,0,0,0,0,1,3,3.0,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3621,858,Year 3 Spring,42,8722,ENG 1,41,1,0,0,0,1,19.5,4.0,10.0,0,0,0,0,0,1,1,3,3.0,0,29.0,20.4948758334584,2.0,0.0,1,1,1,0,0,0,0,1
3622,862,Year 3 Spring,27,4550,ENG 1,20,1,0,0,0,1,47.0,2.42553191489362,9.0,0,0,0,0,0,0,0,0,3.22,0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,0,0
3623,867,Year 3 Spring,34,8605,ENG 1,23,0,0,0,0,0,56.5,1.71681415929204,12.0,0,0,0,1,0,0,0,0,1.92,0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
3624,868,Year 3 Spring,57,1672,ENG 1,21,0,0,0,0,0,46.5,3.17204301075269,8.0,0,0,0,1,0,0,1,4,3.0,1,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0
3625,870,Year 3 Spring,31,1833,ENG 1,22,0,0,0,1,0,47.0,2.93617021276596,15.0,0,0,0,0,0,0,1,4,4.18,0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3626,872,Year 3 Spring,32,1953,ENG 1,20,0,0,0,0,0,35.0,3.0,0.0,0,0,0,0,0,0,0,0,2.66,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
3627,898,Year 3 Spring,56,4550,ENG 1,19,0,0,0,0,0,14.0,1.85714285714286,15.0,0,0,0,0,0,0,1,2,3.45,1,0.0,0.0,0.0,0.0,1,1,0,1,0,0,0,1
3628,906,Year 3 Spring,213,3316,ENG 1,20,1,0,0,0,1,0.0,,10.0,0,1,0,0,0,1,1,3,3.0,0,49.0,73.8156211108632,21.0,0.0,1,0,1,0,0,1,0,0
3629,912,Year 3 Spring,26,3272,ENG 1,25,0,0,0,0,1,32.5,3.86153846153846,10.0,0,0,0,0,0,0,1,4,3.2,0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,0,0
